ATMEGA 1284P-PU;2
GS 40P;2
LP 2950 ACZ3,3;3
MPE 150-3-006;3
Z5U-2,5 100N;20
AX 47/16;10
8,0000-HC49U-S;5
NPO-2,5 120P;10
SMCC 10µ;5
TASTER 9302;10
METALL 100K;20
2N 7000;10
METALL 60,4;10
METALL 20,0;10
SM 4,7/50RAD;10
BC 547B;10
BC 557B;10
