#Zeit [s]	longitude [1e6]	Latitude [1e5]	GPSSpeed [1e2 km/h] 	Tacho [1e2 km/h] 	Temperatur [10 C] 	Druck [Pa] 	HoeheSee [10 m]
57513	9946755	0	5155848	0	204	99593	-43
57514	9946762	0	5155851	0	204	99582	-33
57515	9946767	0	5155854	0	204	99591	-41
57516	9946773	0	5155856	0	204	99573	-26
57517	9946777	0	5155858	0	204	99577	-29
57518	9946779	0	5155860	0	204	99586	-37
57519	9946781	0	5155861	0	204	99583	-34
57520	9946781	0	5155862	0	204	99580	-32
57521	9946782	0	5155864	0	204	99586	-37
57522	9946782	0	5155866	0	204	99572	-25
57523	9946783	0	5155868	0	204	99584	-35
57524	9946782	0	5155869	0	203	99569	-22
57525	9946781	0	5155871	0	203	99581	-33
57526	9946781	0	5155872	0	203	99576	-28
57527	9946780	0	5155874	0	203	99571	-24
57528	9946781	0	5155876	0	203	99563	-17
57529	9946781	0	5155877	0	203	99566	-20
57530	9946783	0	5155879	0	203	99560	-15
57531	9946785	0	5155880	0	203	99561	-16
57532	9946790	0	5155882	0	203	99567	-21
57533	9946795	0	5155883	0	203	99568	-22
57534	9946804	0	5155884	0	203	99575	-28
57535	9946815	0	5155885	0	203	99579	-31
57536	9946827	0	5155887	0	203	99581	-33
57537	9946836	0	5155888	0	203	99572	-25
57538	9946846	0	5155890	0	202	99571	-24
57539	9946851	0	5155892	0	202	99571	-24
57540	9946856	0	5155893	0	202	99566	-20
57541	9946859	0	5155895	0	202	99565	-19
57542	9946861	0	5155897	0	202	99566	-20
57543	9946863	0	5155898	0	202	99565	-19
57544	9946865	0	5155899	0	202	99562	-16
57545	9946867	0	5155900	0	202	99566	-20
57546	9946867	0	5155901	0	202	99570	-23
57547	9946868	0	5155903	0	202	99567	-21
57548	9946867	0	5155904	0	202	99565	-19
57549	9946867	0	5155906	0	202	99567	-21
57550	9946867	0	5155907	0	201	99567	-21
57551	9946868	0	5155908	0	201	99564	-18
57552	9946868	0	5155909	0	201	99567	-21
57553	9946867	0	5155911	0	201	99562	-16
57554	9946866	0	5155912	0	201	99564	-18
57555	9946865	0	5155913	0	201	99567	-21
57556	9946867	0	5155914	0	201	99572	-25
57557	9946867	0	5155915	0	201	99575	-28
57558	9946869	0	5155916	0	201	99567	-21
57559	9946872	0	5155917	0	201	99568	-22
57560	9946871	0	5155919	0	201	99564	-18
57561	9946870	0	5155921	0	201	99564	-18
57562	9946865	0	5155922	0	201	99560	-15
57563	9946861	0	5155922	0	201	99566	-20
57564	9946859	0	5155924	0	201	99569	-22
57565	9946857	0	5155925	0	200	99573	-26
57566	9946857	0	5155926	0	200	99578	-30
57567	9946857	0	5155927	0	200	99569	-22
57568	9946857	0	5155928	0	200	99573	-26
57569	9946857	0	5155930	0	200	99567	-21
57570	9946857	0	5155931	0	200	99572	-25
57571	9946858	0	5155932	0	200	99569	-22
57572	9946859	0	5155932	0	200	99566	-20
57573	9946857	0	5155933	0	200	99570	-23
57574	9946856	0	5155935	0	200	99568	-22
57575	9946856	0	5155936	0	200	99561	-16
57576	9946853	0	5155937	0	200	99562	-16
57577	9946853	0	5155939	0	199	99565	-19
57578	9946852	0	5155940	0	199	99567	-21
