39823	994040	5157465	75	0
39824	994040	5157465	75	0
39825	994040	5157465	79	0
39826	994040	5157465	51	0
39827	994039	5157465	51	0
39828	994039	5157465	35	0
39829	994039	5157465	16	0
39830	994039	5157465	27	0
39831	994039	5157465	20	0
39832	994039	5157465	11	0
39833	994039	5157465	16	0
39834	994039	5157465	31	0
39835	994039	5157465	29	0
39836	994039	5157465	51	0
39837	994039	5157466	140	0
39838	994039	5157466	198	0
39839	994039	5157467	259	0
39840	994039	5157469	303	0
39841	994039	5157470	368	0
39842	994038	5157472	442	0
39843	994038	5157473	431	0
39844	994037	5157475	483	0
39845	994036	5157477	507	0
39846	994037	5157478	505	0
39847	994037	5157480	466	0
39848	994037	5157481	500	0
39849	994037	5157483	511	0
39850	994038	5157485	559	0
39851	994039	5157486	496	0
39852	994040	5157488	485	0
39853	994040	5157489	496	0
39854	994040	5157491	559	0
39855	994040	5157493	566	0
39856	994041	5157494	505	0
39857	994041	5157495	522	0
39858	994041	5157496	442	0
39859	994041	5157498	468	0
39860	994041	5157499	509	0
39861	994041	5157501	592	0
39862	994041	5157502	524	0
39863	994041	5157504	438	0
39864	994041	5157506	453	0
39865	994041	5157507	540	0
39866	994042	5157508	388	0
39867	994043	5157510	487	0
39868	994045	5157511	475	0
39869	994045	5157513	516	0
39870	994046	5157515	577	0
39871	994046	5157517	603	0
39872	994046	5157519	613	0
39873	994046	5157522	659	0
39874	994045	5157523	668	0
39875	994045	5157525	574	0
39876	994045	5157527	588	0
39877	994046	5157528	561	0
39878	994047	5157530	448	0
39879	994047	5157531	538	0
39880	994046	5157534	711	0
39881	994046	5157535	575	0
39882	994047	5157536	477	0
39883	994047	5157538	511	0
39884	994047	5157539	550	0
39885	994047	5157541	550	0
39886	994047	5157543	518	0
39887	994047	5157545	501	0
39888	994048	5157546	538	0
39889	994048	5157548	537	0
39890	994049	5157549	485	0
39891	994049	5157551	511	0
39892	994049	5157553	537	0
39893	994049	5157555	585	0
39894	994049	5157557	511	0
39895	994049	5157558	544	0
39896	994050	5157560	594	0
39897	994050	5157561	725	0
39898	994050	5157563	650	0
39899	994051	5157565	520	0
39900	994051	5157567	568	0
39901	994052	5157568	575	0
39902	994052	5157570	714	0
39903	994052	5157572	579	0
39904	994052	5157573	498	0
39905	994052	5157575	540	0
39906	994051	5157576	572	0
39907	994051	5157577	629	0
39908	994052	5157578	568	0
39909	994052	5157580	522	0
39910	994052	5157581	553	0
39911	994052	5157582	514	0
39912	994052	5157583	425	0
39913	994052	5157584	546	0
39914	994052	5157585	492	0
39915	994052	5157586	464	0
39916	994053	5157588	416	0
39917	994054	5157589	424	0
39918	994054	5157590	520	0
39919	994055	5157592	470	0
39920	994055	5157594	531	0
39921	994054	5157595	574	0
39922	994054	5157597	438	0
39923	994054	5157598	466	0
39924	994055	5157600	511	0
39925	994055	5157601	609	0
39926	994055	5157603	566	0
39927	994055	5157605	611	0
39928	994055	5157607	577	0
39929	994056	5157608	501	0
39930	994056	5157610	511	0
39931	994056	5157611	479	0
39932	994056	5157612	442	0
39933	994057	5157614	500	0
39934	994057	5157615	524	0
39935	994057	5157617	485	0
39936	994057	5157618	457	0
39937	994057	5157620	412	0
39938	994057	5157621	483	0
39939	994058	5157623	522	0
39940	994058	5157625	570	0
39941	994059	5157626	590	0
39942	994059	5157627	540	0
39943	994059	5157629	527	0
39944	994060	5157630	516	0
39945	994060	5157631	466	0
39946	994061	5157633	511	0
39947	994061	5157634	557	0
39948	994062	5157636	568	0
39949	994062	5157638	568	0
39950	994063	5157639	507	0
39951	994063	5157640	546	0
39952	994063	5157642	622	0
39953	994064	5157643	518	0
39954	994064	5157644	524	0
39955	994064	5157646	429	0
39956	994064	5157647	559	0
39957	994064	5157648	581	0
39958	994064	5157650	538	0
