40243	994092	5157892	37	0
40244	994092	5157892	51	0
40245	994092	5157892	48	0
40246	994092	5157892	48	0
40247	994093	5157892	16	0
40248	994093	5157892	3	0
40249	994093	5157892	3	0
40250	994093	5157892	5	0
40251	994093	5157892	7	0
40252	994093	5157892	11	0
40253	994093	5157892	11	0
40254	994093	5157892	12	0
40255	994093	5157892	12	0
40256	994093	5157892	22	0
40257	994093	5157892	40	0
40258	994093	5157892	37	0
40259	994093	5157892	37	0
40260	994093	5157892	70	0
40261	994093	5157892	68	0
40262	994092	5157893	61	0
40263	994092	5157893	61	0
40264	994092	5157893	179	0
40265	994091	5157892	261	0
40266	994091	5157892	261	0
40267	994090	5157891	322	0
40268	994087	5157889	381	0
40269	994086	5157887	383	0
40270	994086	5157887	383	0
40271	994086	5157886	400	0
40272	994085	5157884	446	0
40273	994085	5157884	446	0
40274	994084	5157882	429	0
40275	994084	5157882	429	0
40276	994084	5157880	435	0
40277	994083	5157879	450	0
40278	994083	5157877	468	0
40279	994083	5157876	488	0
40280	994082	5157874	501	0
40281	994082	5157873	542	0
40282	994081	5157871	509	0
40283	994081	5157870	588	0
40284	994080	5157868	529	0
40285	994080	5157867	446	0
40286	994080	5157866	468	0
40287	994080	5157865	359	0
40288	994080	5157864	320	0
40289	994080	5157862	522	0
40290	994080	5157860	581	0
40291	994080	5157859	513	0
40292	994080	5157857	474	0
40293	994081	5157855	538	0
40294	994081	5157852	522	0
40295	994081	5157850	618	0
40296	994082	5157848	575	0
40297	994082	5157847	507	0
40298	994082	5157845	498	0
40299	994082	5157844	507	0
40300	994082	5157842	513	0
40301	994082	5157840	498	0
40302	994082	5157839	522	0
40303	994082	5157837	479	0
40304	994082	5157836	405	0
40305	994081	5157835	520	0
40306	994081	5157833	668	0
40307	994081	5157832	422	0
40308	994080	5157830	438	0
40309	994080	5157829	551	0
40310	994079	5157828	525	0
40311	994079	5157826	538	0
40312	994078	5157824	531	0
40313	994077	5157823	450	0
40314	994077	5157822	514	0
40315	994077	5157820	531	0
40316	994076	5157818	559	0
40317	994076	5157817	583	0
40318	994075	5157815	579	0
40319	994075	5157814	479	0
40320	994075	5157813	435	0
40321	994075	5157812	351	0
40322	994075	5157809	427	0
40323	994075	5157809	427	0
40324	994075	5157808	559	0
40325	994074	5157805	500	0
40326	994074	5157805	500	0
40327	994074	5157804	296	0
40328	994074	5157803	390	0
40329	994074	5157802	450	0
40330	994076	5157799	475	0
40331	994076	5157799	475	0
40332	994076	5157797	444	0
40333	994076	5157796	440	0
40334	994076	5157795	375	0
40335	994075	5157794	318	0
40336	994075	5157792	368	0
40337	994074	5157790	381	0
40338	994074	5157789	487	0
40339	994074	5157789	487	0
40340	994073	5157786	422	0
40341	994073	5157786	422	0
40342	994073	5157785	418	0
40343	994073	5157784	233	0
40344	994073	5157782	340	0
40345	994073	5157781	377	0
40346	994073	5157780	398	0
40347	994073	5157779	405	0
40348	994074	5157777	442	0
40349	994073	5157776	451	0
40350	994073	5157774	464	0
40351	994073	5157773	464	0
40352	994072	5157771	505	0
40353	994071	5157770	501	0
40354	994071	5157769	470	0
40355	994071	5157767	485	0
40356	994070	5157766	507	0
40357	994068	5157764	522	0
40358	994068	5157762	509	0
40359	994067	5157761	494	0
40360	994067	5157760	468	0
40361	994066	5157758	418	0
40362	994065	5157758	350	0
40363	994064	5157757	377	0
40364	994063	5157755	396	0
40365	994063	5157754	396	0
40366	994063	5157753	461	0
40367	994062	5157751	463	0
40368	994062	5157750	481	0
40369	994062	5157749	461	0
40370	994062	5157747	444	0
40371	994061	5157746	433	0
40372	994061	5157745	468	0
40373	994060	5157743	501	0
40374	994060	5157742	468	0
40375	994060	5157741	475	0
40376	994059	5157739	485	0
40377	994059	5157738	474	0
40378	994059	5157737	444	0
40379	994058	5157735	479	0
40380	994058	5157734	453	0
40381	994057	5157733	485	0
40382	994057	5157731	498	0
40383	994057	5157729	505	0
