#Zeit [s]	longitude [1e6]	Latitude [1e5]	GPSSpeed [1e2 km/h] 	Tacho [1e2 km/h] 	Temperatur [10 C] 	Druck [Pa] 	HoeheSee [10 m]
63725	9556179	5322428	518	0	205	99063	1900
63726	9556137	5322428	496	0	205	99064	1899
63727	9556116	5322428	487	0	205	99059	1903
63728	9556095	5322428	490	0	205	99063	1900
63729	9556075	5322428	503	0	205	99063	1900
63730	9556075	5322428	503	0	205	99056	1906
63731	9556036	5322428	498	0	205	99064	1899
63732	9556017	5322428	405	0	205	99059	1903
63733	9555999	5322428	485	0	205	99059	1903
63734	9555981	5322428	451	0	205	99062	1901
63735	9555981	5322428	451	0	205	99062	1901
63736	9555944	5322428	496	0	204	99061	1902
63737	9555925	5322428	453	0	204	99059	1903
63738	9555906	5322428	551	0	204	99063	1900
63739	9555887	5322428	340	0	204	99066	1897
63740	9555868	5322428	420	0	204	99051	1910
63741	9555851	5322428	513	0	204	99064	1899
63742	9555832	5322428	531	0	204	99065	1898
63743	9555813	5322428	524	0	204	99055	1907
63744	9555793	5322428	490	0	204	99055	1907
63745	9555771	5322428	500	0	204	99057	1905
63746	9555751	5322429	509	0	204	99062	1901
63747	9555731	5322429	416	0	204	99066	1897
63748	9555711	5322429	570	0	204	99064	1899
63749	9555689	5322429	479	0	204	99065	1898
63750	9555668	5322429	451	0	204	99060	1903
63751	9555649	5322429	457	0	204	99055	1907
63752	9555629	5322429	474	0	204	99060	1903
63753	9555611	5322429	468	0	204	99058	1904
63754	9555592	5322429	518	0	204	99058	1904
63755	9555572	5322429	511	0	204	99055	1907
63756	9555552	5322428	453	0	204	99057	1905
63757	9555532	5322428	490	0	204	99057	1905
63758	9555513	5322428	620	0	204	99059	1903
63759	9555493	5322427	500	0	204	99060	1903
63760	9555493	5322427	500	0	204	99063	1900
63761	9555453	5322427	442	0	204	99062	1901
63762	9555433	5322427	472	0	204	99062	1901
63763	9555413	5322427	470	0	204	99062	1901
63764	9555393	5322427	429	0	204	99065	1898
63765	9555393	5322427	429	0	204	99068	1896
63766	9555356	5322427	463	0	204	99065	1898
63767	9555339	5322427	455	0	204	99070	1894
63768	9555323	5322427	474	0	203	99053	1908
63769	9555304	5322428	463	0	203	99056	1906
63770	9555304	5322428	463	0	203	99058	1904
63771	9555264	5322428	590	0	203	99062	1901
63772	9555243	5322428	505	0	203	99064	1899
63773	9555223	5322427	475	0	203	99061	1902
63774	9555202	5322427	442	0	203	99056	1906
63775	9555202	5322427	442	0	203	99059	1903
63776	9555162	5322427	485	0	203	99060	1903
63777	9555143	5322427	466	0	203	99067	1897
63778	9555124	5322427	479	0	203	99062	1901
63779	9555104	5322427	501	0	203	99060	1903
63780	9555104	5322427	501	0	203	99058	1904
63781	9555079	5322427	542	0	203	99055	1907
63782	9555053	5322427	431	0	203	99059	1903
63783	9555027	5322427	488	0	203	99055	1907
63784	9555002	5322427	416	0	203	99058	1904
63785	9555002	5322427	416	0	203	99064	1899
63786	9554965	5322427	488	0	203	99065	1898
63787	9554946	5322427	496	0	203	99062	1901
63788	9554926	5322427	518	0	203	99063	1900
63789	9554904	5322427	507	0	203	99065	1898
63790	9554904	5322427	507	0	203	99067	1897
63791	9554861	5322427	431	0	203	99072	1892
63792	9554842	5322427	385	0	203	99067	1897
63793	9554823	5322427	442	0	203	99068	1896
63794	9554806	5322427	422	0	203	99074	1891
63795	9554806	5322427	422	0	203	99074	1891
63796	9554776	5322427	324	0	203	99075	1890
63797	9554763	5322428	327	0	203	99065	1898
63798	9554751	5322429	431	0	203	99059	1903
63799	9554742	5322429	392	0	203	99066	1897
63800	9554742	5322429	392	0	203	99057	1905
63801	9554730	5322432	385	0	203	99066	1897
63802	9554729	5322432	355	0	202	99058	1904
63803	9554730	5322433	394	0	202	99061	1902
63804	9554731	5322434	357	0	203	99060	1903
63805	9554731	5322434	357	0	202	99065	1898
63806	9554733	5322436	370	0	203	99065	1898
63807	9554735	5322436	368	0	202	99060	1903
63808	9554735	5322436	368	0	202	99065	1898
63809	9554737	5322437	335	0	202	99063	1900
63810	9554739	5322438	418	0	202	99066	1897
63811	9554746	5322440	466	0	202	99070	1894
63812	9554749	5322441	475	0	202	99075	1890
63813	9554756	5322442	464	0	202	99072	1892
63814	9554763	5322443	409	0	202	99065	1898
63815	9554763	5322443	409	0	202	99057	1905
63816	9554775	5322445	505	0	202	99065	1898
63817	9554776	5322447	694	0	202	99065	1898
63818	9554776	5322448	396	0	202	99055	1907
63819	9554776	5322449	455	0	202	99061	1902
63820	9554776	5322449	455	0	202	99067	1897
63821	9554779	5322451	461	0	202	99060	1903
63822	9554785	5322452	350	0	202	99060	1903
63823	9554785	5322452	350	0	202	99071	1893
63824	9554793	5322453	264	0	202	99062	1901
63825	9554793	5322453	264	0	202	99066	1897
63826	9554792	5322455	557	0	202	99065	1898
63827	9554789	5322456	507	0	202	99064	1899
63828	9554786	5322458	546	0	202	99056	1906
63829	9554785	5322459	394	0	202	99066	1897
63830	9554785	5322459	394	0	202	99069	1895
63831	9554787	5322461	514	0	202	99064	1899
63832	9554789	5322462	514	0	202	99060	1903
63833	9554790	5322463	464	0	202	99066	1897
63834	9554790	5322463	464	0	202	99058	1904
63835	9554790	5322464	464	0	202	99059	1903
63836	9554794	5322466	488	0	202	99060	1903
63837	9554801	5322468	525	0	202	99058	1904
63838	9554809	5322468	438	0	202	99052	1909
63839	9554819	5322469	348	0	202	99064	1899
63840	9554819	5322469	348	0	202	99068	1896
63841	9554831	5322470	437	0	202	99062	1901
63842	9554840	5322471	438	0	202	99063	1900
63843	9554850	5322473	527	0	202	99061	1902
63844	9554857	5322474	455	0	202	99060	1903
63845	9554857	5322474	455	0	202	99063	1900
63846	9554870	5322476	509	0	202	99068	1896
63847	9554870	5322476	509	0	202	99064	1899
63848	9554881	5322477	257	0	202	99060	1903
63849	9554884	5322479	555	0	202	99054	1908
63850	9554884	5322479	555	0	202	99060	1903
63851	9554890	5322481	488	0	201	99056	1906
63852	9554890	5322482	488	0	201	99053	1908
63853	9554888	5322483	420	0	202	99066	1897
63854	9554886	5322484	385	0	201	99065	1898
63855	9554886	5322484	385	0	202	99068	1896
63856	9554884	5322485	481	0	201	99060	1903
63857	9554886	5322487	390	0	202	99066	1897
63858	9554889	5322488	448	0	201	99063	1900
63859	9554891	5322489	368	0	202	99070	1894
63860	9554891	5322489	368	0	202	99060	1903
63861	9554893	5322491	435	0	202	99069	1895
63862	9554896	5322492	453	0	201	99066	1897
63863	9554897	5322493	420	0	201	99063	1900
63864	9554895	5322494	424	0	201	99064	1899
63865	9554895	5322494	424	0	201	99067	1897
63866	9554890	5322497	464	0	201	99068	1896
63867	9554886	5322498	390	0	201	99066	1897
63868	9554884	5322499	438	0	201	99063	1900
63869	9554884	5322500	403	0	201	99071	1893
63870	9554884	5322500	403	0	201	99063	1900
63871	9554880	5322503	394	0	201	99060	1903
63872	9554880	5322504	342	0	201	99058	1904
63873	9554880	5322505	348	0	201	99057	1905
63874	9554880	5322505	348	0	201	99068	1896
63875	9554883	5322506	388	0	201	99060	1903
63876	9554895	5322508	281	0	201	99069	1895
63877	9554901	5322508	312	0	201	99074	1891
63878	9554908	5322509	301	0	201	99074	1891
63879	9554913	5322510	268	0	201	99060	1903
63880	9554913	5322510	268	0	201	99064	1899
63881	9554923	5322512	422	0	201	99074	1891
63882	9554928	5322513	444	0	201	99064	1899
63883	9554934	5322514	474	0	201	99060	1903
63884	9554937	5322516	481	0	201	99063	1900
63885	9554937	5322516	481	0	201	99067	1897
63886	9554943	5322519	535	0	201	99062	1901
63887	9554943	5322519	535	0	201	99065	1898
63888	9554951	5322521	442	0	201	99062	1901
63889	9554951	5322521	442	0	201	99061	1902
63890	9554955	5322522	464	0	201	99060	1903
63891	9554953	5322526	514	0	201	99058	1904
63892	9554951	5322527	496	0	201	99064	1899
63893	9554949	5322529	453	0	201	99060	1903
63894	9554949	5322531	453	0	201	99067	1897
63895	9554951	5322532	692	0	201	99070	1894
63896	9554956	5322534	763	0	201	99072	1892
63897	9554963	5322535	559	0	201	99070	1894
63898	9554972	5322536	538	0	201	99061	1902
63899	9554979	5322538	525	0	201	99068	1896
63900	9554985	5322539	644	0	201	99070	1894
63901	9554992	5322541	642	0	201	99068	1896
63902	9554996	5322542	568	0	201	99068	1896
63903	9554999	5322543	479	0	201	99065	1898
63904	9555002	5322545	546	0	201	99069	1895
63905	9555004	5322547	483	0	201	99065	1898
63906	9555005	5322548	494	0	201	99058	1904
63907	9555005	5322548	429	0	201	99057	1905
63908	9555006	5322550	479	0	201	99073	1892
63909	9555007	5322551	529	0	201	99055	1907
63910	9555009	5322553	500	0	201	99061	1902
63911	9555015	5322554	488	0	201	99069	1895
63912	9555019	5322555	368	0	201	99074	1891
63913	9555026	5322556	533	0	201	99059	1903
63914	9555033	5322557	763	0	201	99069	1895
63915	9555033	5322557	763	0	201	99069	1895
63916	9555042	5322559	614	0	201	99061	1902
63917	9555046	5322561	453	0	201	99068	1896
63918	9555051	5322562	450	0	201	99062	1901
63919	9555056	5322563	427	0	201	99059	1903
63920	9555056	5322563	427	0	201	99068	1896
63921	9555064	5322565	463	0	201	99074	1891
63922	9555069	5322566	453	0	201	99064	1899
63923	9555075	5322567	431	0	201	99061	1902
63924	9555080	5322568	420	0	201	99058	1904
63925	9555080	5322568	420	0	201	99060	1903
63926	9555091	5322570	388	0	201	99061	1902
63927	9555094	5322571	538	0	201	99062	1901
63928	9555096	5322572	542	0	201	99063	1900
63929	9555096	5322572	542	0	201	99059	1903
63930	9555099	5322573	453	0	201	99065	1898
63931	9555111	5322575	475	0	201	99065	1898
63932	9555120	5322576	446	0	201	99067	1897
63933	9555125	5322577	409	0	201	99067	1897
63934	9555132	5322578	440	0	201	99064	1899
63935	9555132	5322578	440	0	201	99064	1899
63936	9555152	5322580	503	0	201	99066	1897
63937	9555152	5322580	503	0	201	99065	1898
63938	9555180	5322582	513	0	201	99064	1899
63939	9555195	5322583	442	0	201	99073	1892
63940	9555195	5322583	442	0	201	99067	1897
63941	9555227	5322584	368	0	201	99067	1897
63942	9555243	5322585	374	0	201	99064	1899
63943	9555258	5322587	412	0	201	99059	1903
63944	9555271	5322587	442	0	201	99064	1899
63945	9555271	5322587	442	0	201	99060	1903
63946	9555289	5322589	175	0	201	99067	1897
63947	9555294	5322590	140	0	201	99067	1897
63948	9555295	5322590	105	0	201	99066	1897
63949	9555296	5322591	111	0	201	99063	1900
63950	9555296	5322591	111	0	201	99070	1894
63951	9555300	5322591	62	0	201	99069	1895
63952	9555300	5322592	81	0	201	99067	1897
63953	9555300	5322592	51	0	201	99063	1900
63954	9555299	5322592	18	0	201	99060	1903
63955	9555299	5322592	18	0	201	99063	1900
63956	9555297	5322592	37	0	201	99063	1900
63957	9555297	5322592	14	0	201	99062	1901
63958	9555297	5322593	44	0	201	99063	1900
63959	9555297	5322593	44	0	201	99062	1901
63960	9555297	5322593	55	0	201	99063	1900
63961	9555295	5322593	27	0	201	99062	1901
63962	9555293	5322593	5	0	201	99060	1903
63963	9555291	5322593	7	0	201	99062	1901
63964	9555290	5322593	9	0	201	99061	1902
63965	9555290	5322593	9	0	201	99067	1897
63966	9555290	5322593	27	0	201	99067	1897
63967	9555290	5322593	24	0	201	99061	1902
63968	9555289	5322593	24	0	201	99066	1897
63969	9555288	5322593	35	0	201	99067	1897
63970	9555288	5322593	35	0	201	99065	1898
63971	9555288	5322593	42	0	201	99065	1898
63972	9555286	5322592	61	0	201	99060	1903
63973	9555285	5322592	64	0	201	99067	1897
63974	9555283	5322592	59	0	201	99068	1896
63975	9555283	5322592	59	0	201	99068	1896
63976	9555279	5322593	51	0	201	99064	1899
63977	9555278	5322593	94	0	201	99063	1900
63978	9555278	5322592	129	0	201	99064	1899
63979	9555279	5322593	90	0	201	99060	1903
63980	9555279	5322593	90	0	201	99067	1897
63981	9555281	5322593	48	0	200	99064	1899
63982	9555281	5322593	48	0	200	99063	1900
63983	9555283	5322593	96	0	201	99065	1898
63984	9555287	5322594	233	0	201	99068	1896
63985	9555287	5322594	233	0	201	99072	1892
63986	9555305	5322595	272	0	200	99064	1899
63987	9555319	5322595	333	0	200	99065	1898
63988	9555334	5322595	379	0	200	99063	1900
63989	9555351	5322596	425	0	201	99077	1888
63990	9555351	5322596	425	0	201	99075	1890
63991	9555387	5322598	448	0	201	99066	1897
63992	9555408	5322598	459	0	201	99068	1896
63993	9555408	5322598	459	0	200	99058	1904
63994	9555448	5322599	485	0	200	99059	1903
63995	9555448	5322599	485	0	200	99059	1903
63996	9555490	5322600	459	0	200	99057	1905
63997	9555511	5322600	446	0	200	99060	1903
63998	9555532	5322601	470	0	201	99064	1899
63999	9555554	5322601	498	0	200	99061	1902
64000	9555554	5322601	498	0	200	99061	1902
64001	9555599	5322602	481	0	200	99056	1906
64002	9555622	5322602	481	0	200	99059	1903
64003	9555644	5322602	494	0	201	99061	1902
64004	9555644	5322602	494	0	200	99053	1908
64005	9555667	5322602	513	0	200	99060	1903
64006	9555711	5322603	509	0	200	99057	1905
64007	9555711	5322603	509	0	200	99057	1905
64008	9555750	5322603	453	0	200	99059	1903
64009	9555766	5322604	503	0	200	99057	1905
64010	9555766	5322604	503	0	200	99057	1905
64011	9555798	5322605	494	0	200	99054	1908
64012	9555813	5322606	459	0	200	99061	1902
64013	9555813	5322606	459	0	201	99070	1894
64014	9555842	5322608	501	0	200	99071	1893
64015	9555842	5322608	501	0	200	99053	1908
64016	9555856	5322609	390	0	200	99056	1906
64017	9555870	5322610	400	0	200	99058	1904
64018	9555900	5322611	433	0	200	99062	1901
64019	9555900	5322611	433	0	200	99063	1900
64020	9555914	5322610	392	0	200	99060	1903
64021	9555938	5322610	290	0	200	99068	1896
64022	9555948	5322609	455	0	200	99061	1902
64023	9555959	5322609	496	0	200	99061	1902
64024	9555969	5322608	368	0	200	99060	1903
64025	9555969	5322608	368	0	200	99059	1903
64026	9555993	5322606	520	0	200	99056	1906
64027	9556007	5322605	435	0	200	99051	1910
64028	9556022	5322604	401	0	200	99049	1912
64029	9556036	5322603	485	0	200	99059	1903
64030	9556036	5322603	485	0	200	99057	1905
64031	9556051	5322603	401	0	200	99062	1901
64032	9556074	5322601	361	0	200	99054	1908
64033	9556084	5322600	372	0	200	99057	1905
64034	9556084	5322600	372	0	200	99062	1901
64035	9556091	5322599	362	0	200	99060	1903
64036	9556106	5322597	379	0	200	99049	1912
64037	9556106	5322597	379	0	200	99051	1910
64038	9556125	5322596	488	0	200	99056	1906
64039	9556139	5322595	455	0	200	99061	1902
64040	9556139	5322595	455	0	200	99060	1903
64041	9556158	5322594	464	0	200	99053	1908
64042	9556202	5322593	466	0	200	99059	1903
64043	9556224	5322592	429	0	200	99054	1908
64044	9556244	5322592	561	0	200	99059	1903
64045	9556244	5322592	561	0	200	99050	1911
64046	9556266	5322592	546	0	200	99056	1906
64047	9556314	5322590	620	0	200	99055	1907
64048	9556314	5322590	620	0	200	99059	1903
64049	9556362	5322590	463	0	200	99060	1903
64050	9556362	5322590	463	0	200	99063	1900
64051	9556408	5322590	459	0	200	99053	1908
64052	9556427	5322590	455	0	200	99054	1908
64053	9556445	5322590	294	0	200	99052	1909
64054	9556459	5322591	153	0	200	99049	1912
64055	9556459	5322591	153	0	200	99051	1910
64056	9556472	5322591	242	0	200	99042	1918
64057	9556502	5322592	451	0	200	99054	1908
64058	9556520	5322592	440	0	200	99059	1903
64059	9556540	5322592	431	0	200	99059	1903
64060	9556540	5322592	431	0	200	99052	1909
64061	9556579	5322592	470	0	200	99055	1907
64062	9556598	5322592	466	0	200	99054	1908
64063	9556618	5322592	479	0	200	99064	1899
64064	9556637	5322592	463	0	200	99064	1899
64065	9556637	5322592	463	0	200	99059	1903
64066	9556675	5322592	474	0	200	99064	1899
64067	9556694	5322592	464	0	200	99060	1903
64068	9556711	5322591	477	0	200	99056	1906
64069	9556728	5322590	414	0	200	99061	1902
64070	9556728	5322590	414	0	200	99059	1903
64071	9556760	5322589	440	0	200	99061	1902
64072	9556775	5322589	425	0	200	99068	1896
64073	9556775	5322589	425	0	200	99060	1903
64074	9556805	5322587	422	0	200	99057	1905
64075	9556805	5322587	422	0	200	99055	1907
64076	9556833	5322586	440	0	200	99058	1904
64077	9556848	5322585	418	0	200	99056	1906
64078	9556861	5322585	394	0	200	99056	1906
64079	9556861	5322585	394	0	200	99052	1909
64080	9556874	5322584	385	0	200	99052	1909
64081	9556887	5322584	333	0	200	99049	1912
64082	9556887	5322584	333	0	200	99054	1908
64083	9556896	5322581	227	0	200	99064	1899
64084	9556898	5322581	218	0	200	99063	1900
64085	9556898	5322581	218	0	200	99059	1903
64086	9556897	5322580	157	0	200	99067	1897
64087	9556898	5322580	101	0	200	99062	1901
64088	9556899	5322580	109	0	200	99068	1896
64089	9556900	5322580	62	0	200	99063	1900
64090	9556900	5322580	62	0	200	99064	1899
64091	9556902	5322580	24	0	200	99050	1911
64092	9556904	5322580	31	0	200	99051	1910
64093	9556908	5322580	75	0	200	99065	1898
64094	9556908	5322580	75	0	200	99052	1909
64095	9556910	5322580	75	0	200	99059	1903
64096	9556915	5322580	146	0	200	99061	1902
64097	9556919	5322579	196	0	200	99062	1901
64098	9556925	5322579	205	0	200	99056	1906
64099	9556933	5322579	224	0	200	99059	1903
64100	9556933	5322579	224	0	200	99059	1903
64101	9556952	5322578	207	0	200	99060	1903
64102	9556961	5322578	209	0	200	99062	1901
64103	9556970	5322578	205	0	200	99056	1906
64104	9556977	5322578	196	0	200	99058	1904
64105	9556977	5322578	196	0	200	99051	1910
64106	9556990	5322578	181	0	200	99058	1904
64107	9556996	5322578	177	0	200	99065	1898
64108	9557001	5322577	174	0	200	99064	1899
64109	9557006	5322577	162	0	200	99054	1908
64110	9557006	5322577	162	0	200	99053	1908
64111	9557021	5322577	170	0	200	99062	1901
64112	9557032	5322577	172	0	200	99052	1909
