#Zeit [s]	longitude [1e6]	Latitude [1e5]	GPSSpeed [1e2 km/h] 	Tacho [1e2 km/h] 	Temperatur [10 C] 	Druck [Pa] 	HoeheSee [10 m]
206	35290	416
205	35280	424
206	35294	412
205	35282	422
205	35285	420
205	35282	422
205	35285	420
205	35298	409
205	35300	407
205	35304	404
205	35286	419
205	35297	410
205	35294	412
205	35290	416
205	35291	415
205	35293	413
205	35291	415
205	35285	420
205	35290	416
205	35288	417
205	35283	422
205	35279	425
205	35288	417
205	35287	418
205	35280	424
205	35292	414
205	35281	423
205	35293	413
205	35282	422
205	35284	421
205	35284	421
205	35285	420
205	35288	417
205	35290	416
204	35274	429
204	35272	431
204	35275	428
204	35275	428
204	35276	427
204	35276	427
204	35272	431
204	35276	427
204	35277	427
204	35276	427
204	35275	428
204	35273	430
204	35276	427
204	35266	436
204	35272	431
204	35274	429
204	35275	428
204	35280	424
204	35276	427
204	35273	430
204	35270	433
204	35260	441
204	35267	435
204	35263	438
204	35266	436
204	35265	437
204	35259	442
204	35256	444
203	35261	440
204	35268	434
203	35266	436
203	35265	437
203	35267	435
203	35273	430
203	35275	428
203	35279	425
203	35261	440
203	35275	428
203	35266	436
203	35263	438
203	35267	435
203	35260	441
203	35260	441
203	35255	445
203	35255	445
203	35251	448
203	35254	446
203	35247	452
203	35245	453
203	35243	455
203	35252	448
203	35254	446
203	35249	450
203	35256	444
203	35254	446
203	35251	448
203	35254	446
203	35243	455
203	35247	452
203	35240	458
203	35250	449
203	35252	448
203	35251	448
203	35254	446
203	35237	460
203	35231	465
203	35245	453
203	35236	461
203	35231	465
203	35222	473
203	35221	473
203	35238	459
203	35222	473
203	35228	468
203	35213	480
203	35222	473
203	35204	488
203	35194	496
202	35213	480
202	35195	495
202	35207	485
202	35209	484
202	35204	488
202	35215	478
202	35226	469
202	35222	473
202	35229	467
202	35231	465
202	35222	473
202	35229	467
202	35232	464
202	35238	459
202	35233	463
202	35236	461
202	35226	469
202	35230	466
202	35236	461
202	35224	471
202	35226	469
202	35245	453
202	35224	471
202	35223	472
202	35228	468
202	35228	468
202	35227	468
202	35238	459
202	35236	461
202	35234	463
202	35247	452
202	35227	468
202	35229	467
202	35244	454
202	35227	468
202	35232	464
202	35239	458
202	35230	466
202	35244	454
202	35245	453
202	35242	456
202	35251	448
202	35250	449
202	35249	450
202	35262	439
202	35260	441
202	35266	436
202	35270	433
202	35272	431
202	35275	428
202	35271	432
202	35270	433
202	35268	434
202	35267	435
202	35261	440
202	35263	438
202	35263	438
202	35266	436
202	35261	440
202	35251	448
202	35250	449
202	35260	441
202	35248	451
202	35250	449
202	35240	458
202	35243	455
202	35257	443
202	35253	447
202	35231	465
202	35236	461
202	35238	459
202	35227	468
202	35252	448
202	35242	456
202	35225	470
202	35227	468
202	35217	477
202	35214	479
202	35205	487
202	35204	488
202	35216	478
202	35210	483
202	35211	482
202	35208	484
202	35206	486
202	35209	484
202	35202	489
202	35189	500
202	35205	487
202	35202	489
202	35194	496
202	35208	484
202	35206	486
202	35200	491
202	35201	490
202	35218	476
202	35209	484
203	35222	473
202	35220	474
203	35231	465
202	35232	464
202	35236	461
202	35249	450
202	35247	452
202	35245	453
202	35249	450
202	35250	449
202	35259	442
202	35268	434
202	35268	434
202	35266	436
202	35280	424
202	35271	432
203	35275	428
203	35271	432
202	35271	432
203	35283	422
203	35288	417
203	35271	432
203	35278	426
203	35284	421
203	35295	412
203	35294	412
203	35293	413
203	35289	417
203	35302	406
203	35298	409
203	35293	413
203	35287	418
203	35292	414
203	35291	415
203	35293	413
203	35289	417
203	35288	417
203	35293	413
203	35285	420
203	35277	427
203	35275	428
203	35285	420
203	35269	433
203	35271	432
203	35266	436
203	35262	439
203	35261	440
203	35259	442
203	35278	426
203	35279	425
203	35272	431
203	35261	440
203	35279	425
203	35294	412
203	35274	429
203	35272	431
203	35266	436
203	35268	434
203	35263	438
203	35271	432
203	35279	425
203	35285	420
203	35272	431
203	35284	421
203	35272	431
203	35277	427
203	35274	429
203	35265	437
203	35270	433
203	35261	440
